Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.710"
"05-09","MULLER","44.760"
"10-14","HOME","61.443"
"10-14","MULLER","57.816"
"15-19","HOME","52.704"
"15-19","MULLER","50.533"
"20-24","HOME","52.562"
"20-24","MULLER","51.111"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.644"
"25-29","MULLER","52.759"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.718"
"30-34","MULLER","61.339"
"35-39","HOME","74.404"
"35-39","MULLER","77.238"
"40-44","HOME","99.680"
"40-44","MULLER","102.136"
"45-49","HOME","106.450"
"45-49","MULLER","109.524"
"50-54","HOME","99.325"
"50-54","MULLER","103.990"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.100"
"55-59","MULLER","99.588"
"60-64","HOME","88.875"
"60-64","MULLER","95.912"
"65-69","HOME","79.369"
"65-69","MULLER","87.556"
"70-74","HOME","71.891"
"70-74","MULLER","82.760"
"75-79","HOME","62.073"
"75-79","MULLER","77.560"
"80-84","HOME","40.292"
"80-84","MULLER","57.812"
"85->","HOME","48.959"
"85->","MULLER","94.887"
