Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","46.861"
"05-09","MULLER","43.917"
"10-14","HOME","61.239"
"10-14","MULLER","57.640"
"15-19","HOME","52.782"
"15-19","MULLER","50.634"
"20-24","HOME","52.486"
"20-24","MULLER","51.005"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.640"
"25-29","MULLER","52.668"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.674"
"30-34","MULLER","61.308"
"35-39","HOME","74.320"
"35-39","MULLER","77.169"
"40-44","HOME","99.652"
"40-44","MULLER","102.118"
"45-49","HOME","106.243"
"45-49","MULLER","109.356"
"50-54","HOME","99.300"
"50-54","MULLER","103.944"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.038"
"55-59","MULLER","99.556"
"60-64","HOME","88.870"
"60-64","MULLER","95.871"
"65-69","HOME","79.335"
"65-69","MULLER","87.529"
"70-74","HOME","71.869"
"70-74","MULLER","82.732"
"75-79","HOME","62.055"
"75-79","MULLER","77.546"
"80-84","HOME","40.279"
"80-84","MULLER","57.799"
"85->","HOME","48.947"
"85->","MULLER","94.868"
