Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","4"
"05-09","HOME","44.589"
"05-09","MULLER","41.625"
"10-14","HOME","60.504"
"10-14","MULLER","57.033"
"15-19","HOME","52.877"
"15-19","MULLER","50.690"
"20-24","HOME","52.337"
"20-24","MULLER","50.811"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.426"
"25-29","MULLER","52.479"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.493"
"30-34","MULLER","61.160"
"35-39","HOME","74.188"
"35-39","MULLER","77.035"
"40-44","HOME","99.531"
"40-44","MULLER","101.979"
"45-49","HOME","106.110"
"45-49","MULLER","109.265"
"50-54","HOME","99.220"
"50-54","MULLER","103.868"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.982"
"55-59","MULLER","99.514"
"60-64","HOME","88.846"
"60-64","MULLER","95.820"
"65-69","HOME","79.298"
"65-69","MULLER","87.497"
"70-74","HOME","71.842"
"70-74","MULLER","82.685"
"75-79","HOME","62.037"
"75-79","MULLER","77.522"
"80-84","HOME","40.256"
"80-84","MULLER","57.778"
"85->","HOME","48.906"
"85->","MULLER","94.818"
