Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","5"
"05-09","HOME","43.875"
"05-09","MULLER","40.883"
"10-14","HOME","59.329"
"10-14","MULLER","55.898"
"15-19","HOME","53.196"
"15-19","MULLER","51.044"
"20-24","HOME","51.992"
"20-24","MULLER","50.360"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.139"
"25-29","MULLER","52.181"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.343"
"30-34","MULLER","61.050"
"35-39","HOME","73.981"
"35-39","MULLER","76.831"
"40-44","HOME","99.329"
"40-44","MULLER","101.781"
"45-49","HOME","105.899"
"45-49","MULLER","109.108"
"50-54","HOME","99.126"
"50-54","MULLER","103.790"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.891"
"55-59","MULLER","99.431"
"60-64","HOME","88.754"
"60-64","MULLER","95.749"
"65-69","HOME","79.280"
"65-69","MULLER","87.436"
"70-74","HOME","71.790"
"70-74","MULLER","82.645"
"75-79","HOME","62.010"
"75-79","MULLER","77.497"
"80-84","HOME","40.225"
"80-84","MULLER","57.755"
"85->","HOME","48.878"
"85->","MULLER","94.762"
