Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.742"
"10-14","MULLER","33.068"
"15-19","HOME","54.067"
"15-19","MULLER","52.201"
"20-24","HOME","49.783"
"20-24","MULLER","49.055"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.528"
"25-29","MULLER","51.467"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.155"
"30-34","MULLER","60.205"
"35-39","HOME","74.337"
"35-39","MULLER","77.689"
"40-44","HOME","99.385"
"40-44","MULLER","102.886"
"45-49","HOME","103.753"
"45-49","MULLER","107.635"
"50-54","HOME","97.688"
"50-54","MULLER","103.015"
"55-59","HOME","89.828"
"55-59","MULLER","96.541"
"60-64","HOME","87.050"
"60-64","MULLER","94.275"
"65-69","HOME","78.310"
"65-69","MULLER","86.390"
"70-74","HOME","71.030"
"70-74","MULLER","82.708"
"75-79","HOME","59.910"
"75-79","MULLER","75.048"
"80-84","HOME","39.108"
"80-84","MULLER","57.239"
"85->","HOME","44.637"
"85->","MULLER","87.749"
