Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","313"
"15-19","MULLER","501"
"20-24","HOME","2.158"
"20-24","MULLER","5.773"
"25-29","HOME","4.121"
"25-29","MULLER","10.580"
"30-34","HOME","6.446"
"30-34","MULLER","14.387"
"35-39","HOME","55.584"
"35-39","MULLER","60.420"
"40-44","HOME","91.002"
"40-44","MULLER","95.947"
"45-49","HOME","95.251"
"45-49","MULLER","101.171"
"50-54","HOME","92.509"
"50-54","MULLER","99.397"
"55-59","HOME","87.954"
"55-59","MULLER","96.102"
"60-64","HOME","81.205"
"60-64","MULLER","88.466"
"65-69","HOME","76.038"
"65-69","MULLER","83.746"
"70-74","HOME","70.506"
"70-74","MULLER","82.164"
"75-79","HOME","59.507"
"75-79","MULLER","74.657"
"80-84","HOME","38.919"
"80-84","MULLER","57.107"
"85->","HOME","44.265"
"85->","MULLER","86.918"
