Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","4"
"05-09","HOME","43.902"
"05-09","MULLER","40.942"
"10-14","HOME","60.382"
"10-14","MULLER","56.899"
"15-19","HOME","52.912"
"15-19","MULLER","50.734"
"20-24","HOME","52.295"
"20-24","MULLER","50.750"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.389"
"25-29","MULLER","52.445"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.496"
"30-34","MULLER","61.174"
"35-39","HOME","74.131"
"35-39","MULLER","76.952"
"40-44","HOME","99.482"
"40-44","MULLER","101.951"
"45-49","HOME","106.058"
"45-49","MULLER","109.235"
"50-54","HOME","99.202"
"50-54","MULLER","103.841"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.967"
"55-59","MULLER","99.494"
"60-64","HOME","88.817"
"60-64","MULLER","95.823"
"65-69","HOME","79.295"
"65-69","MULLER","87.465"
"70-74","HOME","71.834"
"70-74","MULLER","82.679"
"75-79","HOME","62.026"
"75-79","MULLER","77.510"
"80-84","HOME","40.241"
"80-84","MULLER","57.774"
"85->","HOME","48.898"
"85->","MULLER","94.808"
