Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","6"
"05-09","HOME","49.643"
"05-09","MULLER","46.626"
"10-14","HOME","61.629"
"10-14","MULLER","57.973"
"15-19","HOME","52.150"
"15-19","MULLER","49.746"
"20-24","HOME","52.834"
"20-24","MULLER","51.558"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.837"
"25-29","MULLER","52.962"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.769"
"30-34","MULLER","61.392"
"35-39","HOME","74.434"
"35-39","MULLER","77.341"
"40-44","HOME","99.974"
"40-44","MULLER","102.370"
"45-49","HOME","106.819"
"45-49","MULLER","109.892"
"50-54","HOME","99.422"
"50-54","MULLER","104.143"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.185"
"55-59","MULLER","99.652"
"60-64","HOME","88.917"
"60-64","MULLER","95.958"
"65-69","HOME","79.400"
"65-69","MULLER","87.592"
"70-74","HOME","71.919"
"70-74","MULLER","82.767"
"75-79","HOME","62.101"
"75-79","MULLER","77.524"
"80-84","HOME","40.268"
"80-84","MULLER","57.697"
"85->","HOME","49.090"
"85->","MULLER","95.216"
