Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.769"
"05-09","MULLER","45.799"
"10-14","HOME","61.565"
"10-14","MULLER","57.923"
"15-19","HOME","52.265"
"15-19","MULLER","49.912"
"20-24","HOME","52.763"
"20-24","MULLER","51.441"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.758"
"25-29","MULLER","52.891"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.733"
"30-34","MULLER","61.368"
"35-39","HOME","74.445"
"35-39","MULLER","77.331"
"40-44","HOME","99.909"
"40-44","MULLER","102.334"
"45-49","HOME","106.708"
"45-49","MULLER","109.781"
"50-54","HOME","99.389"
"50-54","MULLER","104.091"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.168"
"55-59","MULLER","99.641"
"60-64","HOME","88.894"
"60-64","MULLER","95.944"
"65-69","HOME","79.403"
"65-69","MULLER","87.588"
"70-74","HOME","71.927"
"70-74","MULLER","82.786"
"75-79","HOME","62.097"
"75-79","MULLER","77.587"
"80-84","HOME","40.301"
"80-84","MULLER","57.818"
"85->","HOME","48.971"
"85->","MULLER","94.908"
