Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.712"
"05-09","MULLER","40.715"
"10-14","HOME","59.298"
"10-14","MULLER","55.879"
"15-19","HOME","54.374"
"15-19","MULLER","51.917"
"20-24","HOME","50.875"
"20-24","MULLER","49.558"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.059"
"25-29","MULLER","52.061"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.252"
"30-34","MULLER","60.960"
"35-39","HOME","73.865"
"35-39","MULLER","76.765"
"40-44","HOME","99.225"
"40-44","MULLER","101.685"
"45-49","HOME","105.833"
"45-49","MULLER","109.053"
"50-54","HOME","99.108"
"50-54","MULLER","103.743"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.840"
"55-59","MULLER","99.407"
"60-64","HOME","88.722"
"60-64","MULLER","95.729"
"65-69","HOME","79.246"
"65-69","MULLER","87.412"
"70-74","HOME","71.787"
"70-74","MULLER","82.633"
"75-79","HOME","62.003"
"75-79","MULLER","77.484"
"80-84","HOME","40.222"
"80-84","MULLER","57.744"
"85->","HOME","48.872"
"85->","MULLER","94.752"
