Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.838"
"05-09","MULLER","44.872"
"10-14","HOME","61.471"
"10-14","MULLER","57.833"
"15-19","HOME","52.599"
"15-19","MULLER","50.401"
"20-24","HOME","52.568"
"20-24","MULLER","51.134"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.688"
"25-29","MULLER","52.815"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.705"
"30-34","MULLER","61.335"
"35-39","HOME","74.403"
"35-39","MULLER","77.255"
"40-44","HOME","99.720"
"40-44","MULLER","102.157"
"45-49","HOME","106.540"
"45-49","MULLER","109.613"
"50-54","HOME","99.336"
"50-54","MULLER","104.006"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.110"
"55-59","MULLER","99.594"
"60-64","HOME","88.872"
"60-64","MULLER","95.917"
"65-69","HOME","79.381"
"65-69","MULLER","87.560"
"70-74","HOME","71.895"
"70-74","MULLER","82.766"
"75-79","HOME","62.077"
"75-79","MULLER","77.568"
"80-84","HOME","40.295"
"80-84","MULLER","57.812"
"85->","HOME","48.959"
"85->","MULLER","94.891"
