Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","43.706"
"05-09","MULLER","40.709"
"10-14","HOME","59.291"
"10-14","MULLER","55.871"
"15-19","HOME","54.548"
"15-19","MULLER","52.141"
"20-24","HOME","50.702"
"20-24","MULLER","49.357"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.064"
"25-29","MULLER","52.048"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.212"
"30-34","MULLER","60.928"
"35-39","HOME","73.936"
"35-39","MULLER","76.816"
"40-44","HOME","99.155"
"40-44","MULLER","101.616"
"45-49","HOME","105.856"
"45-49","MULLER","109.032"
"50-54","HOME","99.090"
"50-54","MULLER","103.712"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.744"
"55-59","MULLER","99.367"
"60-64","HOME","88.681"
"60-64","MULLER","95.722"
"65-69","HOME","79.166"
"65-69","MULLER","87.328"
"70-74","HOME","71.767"
"70-74","MULLER","82.606"
"75-79","HOME","62.000"
"75-79","MULLER","77.479"
"80-84","HOME","40.221"
"80-84","MULLER","57.739"
"85->","HOME","48.872"
"85->","MULLER","94.749"
