Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","5"
"10-14","MULLER","6"
"15-19","HOME","316"
"15-19","MULLER","514"
"20-24","HOME","2.141"
"20-24","MULLER","5.721"
"25-29","HOME","4.085"
"25-29","MULLER","10.542"
"30-34","HOME","5.195"
"30-34","MULLER","13.276"
"35-39","HOME","31.883"
"35-39","MULLER","38.521"
"40-44","HOME","90.706"
"40-44","MULLER","95.721"
"45-49","HOME","95.086"
"45-49","MULLER","101.066"
"50-54","HOME","91.935"
"50-54","MULLER","99.028"
"55-59","HOME","87.787"
"55-59","MULLER","95.999"
"60-64","HOME","81.409"
"60-64","MULLER","88.618"
"65-69","HOME","75.631"
"65-69","MULLER","83.351"
"70-74","HOME","70.487"
"70-74","MULLER","82.135"
"75-79","HOME","59.495"
"75-79","MULLER","74.630"
"80-84","HOME","38.907"
"80-84","MULLER","57.087"
"85->","HOME","44.258"
"85->","MULLER","86.891"
