Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","271"
"15-19","MULLER","465"
"20-24","HOME","1.897"
"20-24","MULLER","5.475"
"25-29","HOME","3.492"
"25-29","MULLER","9.986"
"30-34","HOME","4.425"
"30-34","MULLER","12.179"
"35-39","HOME","5.995"
"35-39","MULLER","14.645"
"40-44","HOME","9.094"
"40-44","MULLER","19.263"
"45-49","HOME","14.805"
"45-49","MULLER","25.030"
"50-54","HOME","85.135"
"50-54","MULLER","93.684"
"55-59","HOME","83.864"
"55-59","MULLER","92.876"
"60-64","HOME","80.764"
"60-64","MULLER","88.199"
"65-69","HOME","71.608"
"65-69","MULLER","79.111"
"70-74","HOME","69.588"
"70-74","MULLER","81.185"
"75-79","HOME","59.049"
"75-79","MULLER","74.007"
"80-84","HOME","38.735"
"80-84","MULLER","56.832"
"85->","HOME","44.084"
"85->","MULLER","86.498"
