Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","7"
"05-09","HOME","50.078"
"05-09","MULLER","47.032"
"10-14","HOME","61.648"
"10-14","MULLER","57.988"
"15-19","HOME","52.127"
"15-19","MULLER","49.695"
"20-24","HOME","52.774"
"20-24","MULLER","51.260"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.801"
"25-29","MULLER","52.828"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.752"
"30-34","MULLER","61.293"
"35-39","HOME","74.407"
"35-39","MULLER","77.201"
"40-44","HOME","99.893"
"40-44","MULLER","102.152"
"45-49","HOME","106.880"
"45-49","MULLER","109.907"
"50-54","HOME","99.405"
"50-54","MULLER","104.123"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","84.872"
"55-59","MULLER","92.070"
"60-64","HOME","92.776"
"60-64","MULLER","99.765"
"65-69","HOME","75.511"
"65-69","MULLER","83.380"
"70-74","HOME","72.842"
"70-74","MULLER","82.823"
"75-79","HOME","62.975"
"75-79","MULLER","77.701"
"80-84","HOME","42.374"
"80-84","MULLER","59.075"
"85->","HOME","54.374"
"85->","MULLER","103.410"
