Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","5"
"10-14","MULLER","6"
"15-19","HOME","309"
"15-19","MULLER","510"
"20-24","HOME","2.111"
"20-24","MULLER","5.673"
"25-29","HOME","4.036"
"25-29","MULLER","10.447"
"30-34","HOME","5.143"
"30-34","MULLER","13.127"
"35-39","HOME","7.206"
"35-39","MULLER","16.044"
"40-44","HOME","82.261"
"40-44","MULLER","88.161"
"45-49","HOME","94.711"
"45-49","MULLER","100.830"
"50-54","HOME","91.801"
"50-54","MULLER","98.974"
"55-59","HOME","87.679"
"55-59","MULLER","95.944"
"60-64","HOME","81.263"
"60-64","MULLER","88.529"
"65-69","HOME","75.549"
"65-69","MULLER","83.290"
"70-74","HOME","70.474"
"70-74","MULLER","82.117"
"75-79","HOME","59.484"
"75-79","MULLER","74.614"
"80-84","HOME","38.905"
"80-84","MULLER","57.083"
"85->","HOME","44.254"
"85->","MULLER","86.883"
