Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","45.836"
"05-09","MULLER","42.832"
"10-14","HOME","60.697"
"10-14","MULLER","57.213"
"15-19","HOME","52.823"
"15-19","MULLER","50.664"
"20-24","HOME","52.398"
"20-24","MULLER","50.878"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.537"
"25-29","MULLER","52.569"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.573"
"30-34","MULLER","61.230"
"35-39","HOME","74.239"
"35-39","MULLER","77.098"
"40-44","HOME","99.567"
"40-44","MULLER","102.039"
"45-49","HOME","106.176"
"45-49","MULLER","109.294"
"50-54","HOME","99.256"
"50-54","MULLER","103.902"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.990"
"55-59","MULLER","99.529"
"60-64","HOME","88.857"
"60-64","MULLER","95.847"
"65-69","HOME","79.312"
"65-69","MULLER","87.510"
"70-74","HOME","71.859"
"70-74","MULLER","82.701"
"75-79","HOME","62.040"
"75-79","MULLER","77.531"
"80-84","HOME","40.258"
"80-84","MULLER","57.780"
"85->","HOME","48.925"
"85->","MULLER","94.833"
