Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.443"
"05-09","MULLER","44.497"
"10-14","HOME","61.388"
"10-14","MULLER","57.775"
"15-19","HOME","52.767"
"15-19","MULLER","50.621"
"20-24","HOME","52.522"
"20-24","MULLER","51.066"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.695"
"25-29","MULLER","52.746"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.698"
"30-34","MULLER","61.348"
"35-39","HOME","74.381"
"35-39","MULLER","77.218"
"40-44","HOME","99.681"
"40-44","MULLER","102.138"
"45-49","HOME","106.313"
"45-49","MULLER","109.411"
"50-54","HOME","99.308"
"50-54","MULLER","103.969"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.077"
"55-59","MULLER","99.579"
"60-64","HOME","88.873"
"60-64","MULLER","95.900"
"65-69","HOME","79.357"
"65-69","MULLER","87.549"
"70-74","HOME","71.889"
"70-74","MULLER","82.751"
"75-79","HOME","62.067"
"75-79","MULLER","77.558"
"80-84","HOME","40.295"
"80-84","MULLER","57.807"
"85->","HOME","48.955"
"85->","MULLER","94.882"
