Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","4"
"05-09","HOME","43.694"
"05-09","MULLER","40.761"
"10-14","HOME","60.305"
"10-14","MULLER","56.804"
"15-19","HOME","52.951"
"15-19","MULLER","50.776"
"20-24","HOME","52.222"
"20-24","MULLER","50.680"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.329"
"25-29","MULLER","52.391"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.485"
"30-34","MULLER","61.157"
"35-39","HOME","74.042"
"35-39","MULLER","76.886"
"40-44","HOME","99.441"
"40-44","MULLER","101.895"
"45-49","HOME","106.022"
"45-49","MULLER","109.202"
"50-54","HOME","99.187"
"50-54","MULLER","103.833"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.940"
"55-59","MULLER","99.469"
"60-64","HOME","88.794"
"60-64","MULLER","95.790"
"65-69","HOME","79.293"
"65-69","MULLER","87.451"
"70-74","HOME","71.820"
"70-74","MULLER","82.670"
"75-79","HOME","62.017"
"75-79","MULLER","77.507"
"80-84","HOME","40.239"
"80-84","MULLER","57.767"
"85->","HOME","48.888"
"85->","MULLER","94.795"
