Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","DESCOÑECIDO","2"
"10-14","HOME","17.540"
"10-14","MULLER","16.476"
"15-19","DESCOÑECIDO","2"
"15-19","HOME","35.645"
"15-19","MULLER","35.445"
"20-24","HOME","42.711"
"20-24","MULLER","43.109"
"25-29","HOME","44.200"
"25-29","MULLER","46.280"
"30-34","HOME","53.668"
"30-34","MULLER","56.346"
"35-39","HOME","70.093"
"35-39","MULLER","73.780"
"40-44","HOME","96.506"
"40-44","MULLER","100.336"
"45-49","HOME","101.210"
"45-49","MULLER","105.649"
"50-54","HOME","96.076"
"50-54","MULLER","101.749"
"55-59","HOME","88.504"
"55-59","MULLER","95.526"
"60-64","HOME","85.700"
"60-64","MULLER","92.904"
"65-69","HOME","77.645"
"65-69","MULLER","85.599"
"70-74","HOME","70.801"
"70-74","MULLER","82.501"
"75-79","HOME","59.731"
"75-79","MULLER","74.904"
"80-84","HOME","39.028"
"80-84","MULLER","57.265"
"85->","HOME","44.363"
"85->","MULLER","87.124"
