Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","255"
"15-19","MULLER","403"
"20-24","HOME","1.691"
"20-24","MULLER","4.942"
"25-29","HOME","3.201"
"25-29","MULLER","9.498"
"30-34","HOME","4.103"
"30-34","MULLER","11.626"
"35-39","HOME","5.565"
"35-39","MULLER","14.014"
"40-44","HOME","8.473"
"40-44","MULLER","18.527"
"45-49","HOME","9.830"
"45-49","MULLER","20.061"
"50-54","HOME","14.517"
"50-54","MULLER","24.316"
"55-59","HOME","50.448"
"55-59","MULLER","60.049"
"60-64","HOME","77.830"
"60-64","MULLER","85.580"
"65-69","HOME","70.147"
"65-69","MULLER","77.816"
"70-74","HOME","67.632"
"70-74","MULLER","79.006"
"75-79","HOME","58.461"
"75-79","MULLER","73.229"
"80-84","HOME","38.527"
"80-84","MULLER","56.505"
"85->","HOME","43.830"
"85->","MULLER","85.767"
