Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.828"
"05-09","MULLER","47.732"
"10-14","HOME","61.567"
"10-14","MULLER","57.921"
"15-19","HOME","52.166"
"15-19","MULLER","49.668"
"20-24","HOME","52.797"
"20-24","MULLER","51.248"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.833"
"25-29","MULLER","52.827"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.767"
"30-34","MULLER","61.246"
"35-39","HOME","74.327"
"35-39","MULLER","77.120"
"40-44","HOME","99.730"
"40-44","MULLER","101.953"
"45-49","HOME","106.741"
"45-49","MULLER","109.740"
"50-54","HOME","99.190"
"50-54","MULLER","103.979"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.345"
"55-59","MULLER","90.488"
"60-64","HOME","88.809"
"60-64","MULLER","95.491"
"65-69","HOME","79.893"
"65-69","MULLER","87.941"
"70-74","HOME","73.890"
"70-74","MULLER","83.848"
"75-79","HOME","64.031"
"75-79","MULLER","78.870"
"80-84","HOME","42.661"
"80-84","MULLER","59.257"
"85->","HOME","54.813"
"85->","MULLER","104.255"
