Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.631"
"10-14","MULLER","32.961"
"15-19","HOME","53.954"
"15-19","MULLER","52.119"
"20-24","HOME","49.635"
"20-24","MULLER","48.947"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.374"
"25-29","MULLER","51.364"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.029"
"30-34","MULLER","60.103"
"35-39","HOME","74.249"
"35-39","MULLER","77.603"
"40-44","HOME","99.287"
"40-44","MULLER","102.827"
"45-49","HOME","103.684"
"45-49","MULLER","107.588"
"50-54","HOME","97.617"
"50-54","MULLER","102.971"
"55-59","HOME","89.784"
"55-59","MULLER","96.512"
"60-64","HOME","87.004"
"60-64","MULLER","94.236"
"65-69","HOME","78.278"
"65-69","MULLER","86.350"
"70-74","HOME","71.012"
"70-74","MULLER","82.707"
"75-79","HOME","59.906"
"75-79","MULLER","75.036"
"80-84","HOME","39.098"
"80-84","MULLER","57.227"
"85->","HOME","44.620"
"85->","MULLER","87.720"
