Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","10"
"05-09","HOME","50.916"
"05-09","MULLER","47.830"
"10-14","HOME","61.586"
"10-14","MULLER","57.923"
"15-19","HOME","52.160"
"15-19","MULLER","49.674"
"20-24","HOME","52.805"
"20-24","MULLER","51.242"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.823"
"25-29","MULLER","52.827"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.769"
"30-34","MULLER","61.236"
"35-39","HOME","74.309"
"35-39","MULLER","77.120"
"40-44","HOME","99.690"
"40-44","MULLER","101.919"
"45-49","HOME","106.676"
"45-49","MULLER","109.690"
"50-54","HOME","99.177"
"50-54","MULLER","103.907"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.395"
"55-59","MULLER","90.557"
"60-64","HOME","88.871"
"60-64","MULLER","95.528"
"65-69","HOME","79.923"
"65-69","MULLER","87.993"
"70-74","HOME","73.915"
"70-74","MULLER","83.868"
"75-79","HOME","64.072"
"75-79","MULLER","78.914"
"80-84","HOME","42.688"
"80-84","MULLER","59.290"
"85->","HOME","54.840"
"85->","MULLER","104.297"
