Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","2"
"10-14","HOME","32.927"
"10-14","MULLER","31.262"
"15-19","DESCOÑECIDO","2"
"15-19","HOME","51.692"
"15-19","MULLER","50.111"
"20-24","HOME","47.764"
"20-24","MULLER","47.405"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","48.614"
"25-29","MULLER","49.966"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","56.588"
"30-34","MULLER","58.892"
"35-39","HOME","72.717"
"35-39","MULLER","76.285"
"40-44","HOME","97.908"
"40-44","MULLER","101.775"
"45-49","HOME","102.522"
"45-49","MULLER","106.753"
"50-54","HOME","96.862"
"50-54","MULLER","102.435"
"55-59","HOME","89.174"
"55-59","MULLER","96.064"
"60-64","HOME","86.263"
"60-64","MULLER","93.478"
"65-69","HOME","77.909"
"65-69","MULLER","85.897"
"70-74","HOME","70.890"
"70-74","MULLER","82.586"
"75-79","HOME","59.774"
"75-79","MULLER","74.972"
"80-84","HOME","39.054"
"80-84","MULLER","57.303"
"85->","HOME","44.387"
"85->","MULLER","87.176"
