Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","35.562"
"10-14","MULLER","33.756"
"15-19","HOME","54.380"
"15-19","MULLER","52.444"
"20-24","HOME","50.193"
"20-24","MULLER","49.364"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.949"
"25-29","MULLER","51.782"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.510"
"30-34","MULLER","60.509"
"35-39","HOME","74.665"
"35-39","MULLER","78.017"
"40-44","HOME","99.665"
"40-44","MULLER","103.110"
"45-49","HOME","104.021"
"45-49","MULLER","107.777"
"50-54","HOME","97.869"
"50-54","MULLER","103.132"
"55-59","HOME","89.940"
"55-59","MULLER","96.637"
"60-64","HOME","87.196"
"60-64","MULLER","94.396"
"65-69","HOME","78.371"
"65-69","MULLER","86.453"
"70-74","HOME","71.063"
"70-74","MULLER","82.728"
"75-79","HOME","56.718"
"75-79","MULLER","70.759"
"80-84","HOME","39.647"
"80-84","MULLER","57.423"
"85->","HOME","47.454"
"85->","MULLER","92.152"
