Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.533"
"05-09","MULLER","47.446"
"10-14","HOME","61.617"
"10-14","MULLER","57.967"
"15-19","HOME","52.154"
"15-19","MULLER","49.671"
"20-24","HOME","52.772"
"20-24","MULLER","51.218"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.798"
"25-29","MULLER","52.818"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.765"
"30-34","MULLER","61.268"
"35-39","HOME","74.371"
"35-39","MULLER","77.142"
"40-44","HOME","99.801"
"40-44","MULLER","102.065"
"45-49","HOME","106.838"
"45-49","MULLER","109.823"
"50-54","HOME","99.333"
"50-54","MULLER","104.122"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.192"
"55-59","MULLER","90.452"
"60-64","HOME","88.780"
"60-64","MULLER","95.418"
"65-69","HOME","79.871"
"65-69","MULLER","87.839"
"70-74","HOME","73.826"
"70-74","MULLER","83.788"
"75-79","HOME","63.755"
"75-79","MULLER","78.569"
"80-84","HOME","42.587"
"80-84","MULLER","59.200"
"85->","HOME","54.738"
"85->","MULLER","104.123"
