Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","5"
"10-14","MULLER","6"
"15-19","HOME","309"
"15-19","MULLER","510"
"20-24","HOME","2.110"
"20-24","MULLER","5.669"
"25-29","HOME","4.030"
"25-29","MULLER","10.446"
"30-34","HOME","5.142"
"30-34","MULLER","13.123"
"35-39","HOME","7.192"
"35-39","MULLER","16.030"
"40-44","HOME","81.372"
"40-44","MULLER","87.362"
"45-49","HOME","94.653"
"45-49","MULLER","100.788"
"50-54","HOME","91.513"
"50-54","MULLER","98.773"
"55-59","HOME","87.538"
"55-59","MULLER","95.840"
"60-64","HOME","81.059"
"60-64","MULLER","88.283"
"65-69","HOME","75.405"
"65-69","MULLER","83.137"
"70-74","HOME","70.445"
"70-74","MULLER","82.087"
"75-79","HOME","59.474"
"75-79","MULLER","74.596"
"80-84","HOME","38.904"
"80-84","MULLER","57.077"
"85->","HOME","44.253"
"85->","MULLER","86.876"
