Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","265"
"15-19","MULLER","438"
"20-24","HOME","1.838"
"20-24","MULLER","5.310"
"25-29","HOME","3.346"
"25-29","MULLER","9.848"
"30-34","HOME","4.256"
"30-34","MULLER","12.020"
"35-39","HOME","5.774"
"35-39","MULLER","14.501"
"40-44","HOME","8.774"
"40-44","MULLER","19.073"
"45-49","HOME","10.247"
"45-49","MULLER","20.650"
"50-54","HOME","18.652"
"50-54","MULLER","28.538"
"55-59","HOME","77.141"
"55-59","MULLER","86.694"
"60-64","HOME","80.210"
"60-64","MULLER","87.729"
"65-69","HOME","71.164"
"65-69","MULLER","78.664"
"70-74","HOME","69.050"
"70-74","MULLER","80.552"
"75-79","HOME","58.814"
"75-79","MULLER","73.691"
"80-84","HOME","38.666"
"80-84","MULLER","56.730"
"85->","HOME","43.996"
"85->","MULLER","86.275"
