Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","46.575"
"05-09","MULLER","43.630"
"10-14","HOME","61.183"
"10-14","MULLER","57.581"
"15-19","HOME","52.785"
"15-19","MULLER","50.646"
"20-24","HOME","52.469"
"20-24","MULLER","50.975"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.625"
"25-29","MULLER","52.652"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.640"
"30-34","MULLER","61.274"
"35-39","HOME","74.294"
"35-39","MULLER","77.149"
"40-44","HOME","99.630"
"40-44","MULLER","102.097"
"45-49","HOME","106.221"
"45-49","MULLER","109.334"
"50-54","HOME","99.290"
"50-54","MULLER","103.940"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.030"
"55-59","MULLER","99.541"
"60-64","HOME","88.863"
"60-64","MULLER","95.864"
"65-69","HOME","79.332"
"65-69","MULLER","87.531"
"70-74","HOME","71.865"
"70-74","MULLER","82.727"
"75-79","HOME","62.051"
"75-79","MULLER","77.548"
"80-84","HOME","40.275"
"80-84","MULLER","57.790"
"85->","HOME","48.944"
"85->","MULLER","94.861"
