Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","36.430"
"10-14","MULLER","34.609"
"15-19","HOME","54.741"
"15-19","MULLER","52.702"
"20-24","HOME","50.805"
"20-24","MULLER","49.781"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.584"
"25-29","MULLER","52.206"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.150"
"30-34","MULLER","60.917"
"35-39","HOME","75.046"
"35-39","MULLER","78.356"
"40-44","HOME","100.186"
"40-44","MULLER","103.449"
"45-49","HOME","100.804"
"45-49","MULLER","104.350"
"50-54","HOME","101.775"
"50-54","MULLER","106.948"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","89.887"
"55-59","MULLER","96.246"
"60-64","HOME","84.418"
"60-64","MULLER","91.215"
"65-69","HOME","76.882"
"65-69","MULLER","84.585"
"70-74","HOME","71.178"
"70-74","MULLER","82.061"
"75-79","HOME","61.484"
"75-79","MULLER","76.764"
"80-84","HOME","40.042"
"80-84","MULLER","57.554"
"85->","HOME","48.641"
"85->","MULLER","94.219"
