Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","DESCOÑECIDO","2"
"10-14","HOME","30.195"
"10-14","MULLER","28.586"
"15-19","DESCOÑECIDO","2"
"15-19","HOME","48.748"
"15-19","MULLER","47.339"
"20-24","HOME","42.814"
"20-24","MULLER","43.205"
"25-29","HOME","44.291"
"25-29","MULLER","46.370"
"30-34","HOME","53.855"
"30-34","MULLER","56.524"
"35-39","HOME","70.313"
"35-39","MULLER","73.984"
"40-44","HOME","96.769"
"40-44","MULLER","100.618"
"45-49","HOME","101.475"
"45-49","MULLER","105.855"
"50-54","HOME","96.233"
"50-54","MULLER","101.846"
"55-59","HOME","88.629"
"55-59","MULLER","95.624"
"60-64","HOME","85.819"
"60-64","MULLER","93.020"
"65-69","HOME","77.711"
"65-69","MULLER","85.671"
"70-74","HOME","70.821"
"70-74","MULLER","82.522"
"75-79","HOME","59.740"
"75-79","MULLER","74.919"
"80-84","HOME","39.030"
"80-84","MULLER","57.274"
"85->","HOME","44.365"
"85->","MULLER","87.138"
