Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","1"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","36.490"
"10-14","MULLER","34.668"
"15-19","HOME","54.777"
"15-19","MULLER","52.723"
"20-24","HOME","50.865"
"20-24","MULLER","49.730"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.672"
"25-29","MULLER","52.200"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.210"
"30-34","MULLER","60.957"
"35-39","HOME","75.092"
"35-39","MULLER","78.344"
"40-44","HOME","100.223"
"40-44","MULLER","103.440"
"45-49","HOME","100.841"
"45-49","MULLER","104.363"
"50-54","HOME","101.816"
"50-54","MULLER","107.001"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","87.807"
"55-59","MULLER","94.118"
"60-64","HOME","85.250"
"60-64","MULLER","92.191"
"65-69","HOME","78.319"
"65-69","MULLER","86.078"
"70-74","HOME","71.228"
"70-74","MULLER","82.098"
"75-79","HOME","61.509"
"75-79","MULLER","76.791"
"80-84","HOME","40.052"
"80-84","MULLER","57.562"
"85->","HOME","48.650"
"85->","MULLER","94.238"
