Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","45.878"
"05-09","MULLER","42.884"
"10-14","HOME","60.710"
"10-14","MULLER","57.222"
"15-19","HOME","52.818"
"15-19","MULLER","50.658"
"20-24","HOME","52.408"
"20-24","MULLER","50.880"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.556"
"25-29","MULLER","52.587"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.582"
"30-34","MULLER","61.224"
"35-39","HOME","74.244"
"35-39","MULLER","77.107"
"40-44","HOME","99.579"
"40-44","MULLER","102.052"
"45-49","HOME","106.188"
"45-49","MULLER","109.302"
"50-54","HOME","99.265"
"50-54","MULLER","103.913"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.988"
"55-59","MULLER","99.528"
"60-64","HOME","88.857"
"60-64","MULLER","95.849"
"65-69","HOME","79.315"
"65-69","MULLER","87.514"
"70-74","HOME","71.854"
"70-74","MULLER","82.707"
"75-79","HOME","62.047"
"75-79","MULLER","77.536"
"80-84","HOME","40.260"
"80-84","MULLER","57.780"
"85->","HOME","48.927"
"85->","MULLER","94.835"
