Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","5"
"10-14","MULLER","6"
"15-19","HOME","306"
"15-19","MULLER","505"
"20-24","HOME","2.102"
"20-24","MULLER","5.658"
"25-29","HOME","4.017"
"25-29","MULLER","10.427"
"30-34","HOME","5.123"
"30-34","MULLER","13.099"
"35-39","HOME","6.776"
"35-39","MULLER","15.665"
"40-44","HOME","70.313"
"40-44","MULLER","77.110"
"45-49","HOME","94.428"
"45-49","MULLER","100.623"
"50-54","HOME","90.995"
"50-54","MULLER","98.397"
"55-59","HOME","86.899"
"55-59","MULLER","95.365"
"60-64","HOME","81.047"
"60-64","MULLER","88.234"
"65-69","HOME","75.313"
"65-69","MULLER","83.034"
"70-74","HOME","70.390"
"70-74","MULLER","82.029"
"75-79","HOME","59.460"
"75-79","MULLER","74.564"
"80-84","HOME","38.897"
"80-84","MULLER","57.064"
"85->","HOME","44.248"
"85->","MULLER","86.863"
