Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","6"
"05-09","HOME","49.581"
"05-09","MULLER","46.562"
"10-14","HOME","61.624"
"10-14","MULLER","57.969"
"15-19","HOME","52.153"
"15-19","MULLER","49.755"
"20-24","HOME","52.834"
"20-24","MULLER","51.555"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.828"
"25-29","MULLER","52.956"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.777"
"30-34","MULLER","61.397"
"35-39","HOME","74.430"
"35-39","MULLER","77.346"
"40-44","HOME","99.963"
"40-44","MULLER","102.368"
"45-49","HOME","106.821"
"45-49","MULLER","109.884"
"50-54","HOME","99.426"
"50-54","MULLER","104.145"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.193"
"55-59","MULLER","99.660"
"60-64","HOME","88.923"
"60-64","MULLER","95.959"
"65-69","HOME","79.412"
"65-69","MULLER","87.601"
"70-74","HOME","71.930"
"70-74","MULLER","82.797"
"75-79","HOME","62.110"
"75-79","MULLER","77.593"
"80-84","HOME","40.296"
"80-84","MULLER","57.822"
"85->","HOME","48.982"
"85->","MULLER","94.917"
