Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.351"
"10-14","MULLER","32.681"
"15-19","HOME","53.775"
"15-19","MULLER","51.970"
"20-24","HOME","49.344"
"20-24","MULLER","48.727"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.104"
"25-29","MULLER","51.158"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.830"
"30-34","MULLER","59.899"
"35-39","HOME","74.056"
"35-39","MULLER","77.409"
"40-44","HOME","99.118"
"40-44","MULLER","102.696"
"45-49","HOME","103.546"
"45-49","MULLER","107.480"
"50-54","HOME","97.525"
"50-54","MULLER","102.886"
"55-59","HOME","89.694"
"55-59","MULLER","96.458"
"60-64","HOME","86.897"
"60-64","MULLER","94.133"
"65-69","HOME","78.238"
"65-69","MULLER","86.290"
"70-74","HOME","70.982"
"70-74","MULLER","82.673"
"75-79","HOME","59.879"
"75-79","MULLER","75.016"
"80-84","HOME","39.077"
"80-84","MULLER","57.210"
"85->","HOME","44.596"
"85->","MULLER","87.677"
