Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","93"
"10-14","MULLER","108"
"15-19","HOME","16.808"
"15-19","MULLER","20.528"
"20-24","HOME","39.067"
"20-24","MULLER","40.157"
"25-29","HOME","44.350"
"25-29","MULLER","46.374"
"30-34","HOME","52.502"
"30-34","MULLER","55.315"
"35-39","HOME","68.769"
"35-39","MULLER","72.686"
"40-44","HOME","96.098"
"40-44","MULLER","99.959"
"45-49","HOME","100.859"
"45-49","MULLER","105.420"
"50-54","HOME","95.809"
"50-54","MULLER","101.580"
"55-59","HOME","88.329"
"55-59","MULLER","95.435"
"60-64","DESCOÑECIDO","1"
"60-64","HOME","85.519"
"60-64","MULLER","92.749"
"65-69","HOME","77.548"
"65-69","MULLER","85.479"
"70-74","HOME","70.768"
"70-74","MULLER","82.456"
"75-79","HOME","59.707"
"75-79","MULLER","74.879"
"80-84","HOME","39.015"
"80-84","MULLER","57.238"
"85->","HOME","44.349"
"85->","MULLER","87.092"
