Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","6"
"10-14","MULLER","6"
"15-19","HOME","290"
"15-19","MULLER","482"
"20-24","HOME","2.036"
"20-24","MULLER","5.502"
"25-29","HOME","3.862"
"25-29","MULLER","10.096"
"30-34","HOME","4.877"
"30-34","MULLER","12.310"
"35-39","HOME","6.505"
"35-39","MULLER","14.775"
"40-44","HOME","9.810"
"40-44","MULLER","19.468"
"45-49","HOME","65.649"
"45-49","MULLER","73.038"
"50-54","HOME","90.120"
"50-54","MULLER","97.656"
"55-59","HOME","85.165"
"55-59","MULLER","93.825"
"60-64","HOME","82.592"
"60-64","MULLER","89.910"
"65-69","HOME","72.871"
"65-69","MULLER","80.421"
"70-74","HOME","70.236"
"70-74","MULLER","81.886"
"75-79","HOME","59.351"
"75-79","MULLER","74.410"
"80-84","HOME","38.845"
"80-84","MULLER","56.989"
"85->","HOME","44.193"
"85->","MULLER","86.725"
