Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","248"
"15-19","MULLER","396"
"20-24","HOME","1.582"
"20-24","MULLER","4.648"
"25-29","HOME","3.167"
"25-29","MULLER","9.437"
"30-34","HOME","4.037"
"30-34","MULLER","11.532"
"35-39","HOME","5.469"
"35-39","MULLER","13.902"
"40-44","HOME","8.336"
"40-44","MULLER","18.389"
"45-49","HOME","9.673"
"45-49","MULLER","19.926"
"50-54","HOME","14.374"
"50-54","MULLER","24.195"
"55-59","HOME","31.590"
"55-59","MULLER","41.130"
"60-64","HOME","76.785"
"60-64","MULLER","84.695"
"65-69","HOME","69.116"
"65-69","MULLER","76.837"
"70-74","HOME","66.865"
"70-74","MULLER","78.207"
"75-79","HOME","58.191"
"75-79","MULLER","72.887"
"80-84","HOME","38.450"
"80-84","MULLER","56.391"
"85->","HOME","43.727"
"85->","MULLER","85.531"
