Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","34.883"
"10-14","MULLER","33.218"
"15-19","HOME","54.145"
"15-19","MULLER","52.264"
"20-24","HOME","49.884"
"20-24","MULLER","49.125"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.632"
"25-29","MULLER","51.544"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.259"
"30-34","MULLER","60.287"
"35-39","HOME","74.435"
"35-39","MULLER","77.777"
"40-44","HOME","99.448"
"40-44","MULLER","102.947"
"45-49","HOME","103.817"
"45-49","MULLER","107.678"
"50-54","HOME","97.730"
"50-54","MULLER","103.044"
"55-59","HOME","89.853"
"55-59","MULLER","96.560"
"60-64","HOME","87.098"
"60-64","MULLER","94.313"
"65-69","HOME","78.320"
"65-69","MULLER","86.406"
"70-74","HOME","71.047"
"70-74","MULLER","82.715"
"75-79","HOME","59.912"
"75-79","MULLER","75.063"
"80-84","HOME","39.123"
"80-84","MULLER","57.249"
"85->","HOME","44.647"
"85->","MULLER","87.779"
