Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","7"
"05-09","HOME","50.116"
"05-09","MULLER","47.075"
"10-14","HOME","61.650"
"10-14","MULLER","57.989"
"15-19","HOME","52.129"
"15-19","MULLER","49.692"
"20-24","HOME","52.767"
"20-24","MULLER","51.244"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.807"
"25-29","MULLER","52.843"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.752"
"30-34","MULLER","61.287"
"35-39","HOME","74.407"
"35-39","MULLER","77.213"
"40-44","HOME","99.894"
"40-44","MULLER","102.149"
"45-49","HOME","106.881"
"45-49","MULLER","109.906"
"50-54","HOME","99.404"
"50-54","MULLER","104.128"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","84.816"
"55-59","MULLER","91.898"
"60-64","HOME","89.479"
"60-64","MULLER","96.487"
"65-69","HOME","78.136"
"65-69","MULLER","86.058"
"70-74","HOME","73.458"
"70-74","MULLER","83.447"
"75-79","HOME","63.092"
"75-79","MULLER","77.827"
"80-84","HOME","42.360"
"80-84","MULLER","59.019"
"85->","HOME","54.473"
"85->","MULLER","103.577"
