Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.651"
"05-09","MULLER","47.541"
"10-14","HOME","61.619"
"10-14","MULLER","57.963"
"15-19","HOME","52.152"
"15-19","MULLER","49.666"
"20-24","HOME","52.769"
"20-24","MULLER","51.222"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.804"
"25-29","MULLER","52.821"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.767"
"30-34","MULLER","61.264"
"35-39","HOME","74.366"
"35-39","MULLER","77.140"
"40-44","HOME","99.803"
"40-44","MULLER","102.053"
"45-49","HOME","106.843"
"45-49","MULLER","109.821"
"50-54","HOME","99.324"
"50-54","MULLER","104.119"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.161"
"55-59","MULLER","90.382"
"60-64","HOME","88.766"
"60-64","MULLER","95.410"
"65-69","HOME","79.864"
"65-69","MULLER","87.854"
"70-74","HOME","73.831"
"70-74","MULLER","83.784"
"75-79","HOME","63.838"
"75-79","MULLER","78.700"
"80-84","HOME","42.620"
"80-84","MULLER","59.200"
"85->","HOME","54.758"
"85->","MULLER","104.171"
