Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","7"
"05-09","HOME","50.280"
"05-09","MULLER","47.211"
"10-14","HOME","61.649"
"10-14","MULLER","57.991"
"15-19","HOME","52.128"
"15-19","MULLER","49.686"
"20-24","HOME","52.763"
"20-24","MULLER","51.203"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.791"
"25-29","MULLER","52.841"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.768"
"30-34","MULLER","61.275"
"35-39","HOME","74.393"
"35-39","MULLER","77.176"
"40-44","HOME","99.871"
"40-44","MULLER","102.146"
"45-49","HOME","106.888"
"45-49","MULLER","109.873"
"50-54","HOME","99.406"
"50-54","MULLER","104.152"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.320"
"55-59","MULLER","90.572"
"60-64","HOME","88.592"
"60-64","MULLER","95.275"
"65-69","HOME","79.763"
"65-69","MULLER","87.733"
"70-74","HOME","73.785"
"70-74","MULLER","83.720"
"75-79","HOME","63.626"
"75-79","MULLER","78.466"
"80-84","HOME","42.487"
"80-84","MULLER","59.130"
"85->","HOME","54.602"
"85->","MULLER","103.843"
