Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.798"
"05-09","MULLER","47.707"
"10-14","HOME","61.576"
"10-14","MULLER","57.926"
"15-19","HOME","52.163"
"15-19","MULLER","49.664"
"20-24","HOME","52.795"
"20-24","MULLER","51.247"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.835"
"25-29","MULLER","52.825"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.759"
"30-34","MULLER","61.267"
"35-39","HOME","74.354"
"35-39","MULLER","77.122"
"40-44","HOME","99.727"
"40-44","MULLER","101.957"
"45-49","HOME","106.789"
"45-49","MULLER","109.769"
"50-54","HOME","99.212"
"50-54","MULLER","104.015"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.295"
"55-59","MULLER","90.473"
"60-64","HOME","88.800"
"60-64","MULLER","95.442"
"65-69","HOME","79.893"
"65-69","MULLER","87.937"
"70-74","HOME","73.884"
"70-74","MULLER","83.839"
"75-79","HOME","63.977"
"75-79","MULLER","78.817"
"80-84","HOME","42.658"
"80-84","MULLER","59.244"
"85->","HOME","54.801"
"85->","MULLER","104.242"
