Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","4"
"05-09","HOME","44.248"
"05-09","MULLER","41.306"
"10-14","HOME","60.465"
"10-14","MULLER","56.979"
"15-19","HOME","52.885"
"15-19","MULLER","50.699"
"20-24","HOME","52.317"
"20-24","MULLER","50.800"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.428"
"25-29","MULLER","52.483"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.513"
"30-34","MULLER","61.187"
"35-39","HOME","74.172"
"35-39","MULLER","76.993"
"40-44","HOME","99.500"
"40-44","MULLER","101.968"
"45-49","HOME","106.086"
"45-49","MULLER","109.251"
"50-54","HOME","99.201"
"50-54","MULLER","103.847"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.979"
"55-59","MULLER","99.509"
"60-64","HOME","88.842"
"60-64","MULLER","95.837"
"65-69","HOME","79.303"
"65-69","MULLER","87.472"
"70-74","HOME","71.827"
"70-74","MULLER","82.679"
"75-79","HOME","62.030"
"75-79","MULLER","77.516"
"80-84","HOME","40.253"
"80-84","MULLER","57.778"
"85->","HOME","48.905"
"85->","MULLER","94.816"
