Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","2"
"10-14","MULLER","4"
"15-19","HOME","279"
"15-19","MULLER","479"
"20-24","HOME","2.005"
"20-24","MULLER","5.518"
"25-29","HOME","3.766"
"25-29","MULLER","10.055"
"30-34","HOME","4.746"
"30-34","MULLER","12.273"
"35-39","HOME","6.377"
"35-39","MULLER","14.750"
"40-44","HOME","9.618"
"40-44","MULLER","19.411"
"45-49","HOME","65.594"
"45-49","MULLER","73.212"
"50-54","HOME","89.783"
"50-54","MULLER","97.552"
"55-59","HOME","84.678"
"55-59","MULLER","93.412"
"60-64","HOME","81.451"
"60-64","MULLER","88.718"
"65-69","HOME","72.104"
"65-69","MULLER","79.616"
"70-74","HOME","70.053"
"70-74","MULLER","81.674"
"75-79","HOME","59.241"
"75-79","MULLER","74.273"
"80-84","HOME","38.810"
"80-84","MULLER","56.939"
"85->","HOME","44.165"
"85->","MULLER","86.669"
