Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","7"
"05-09","HOME","50.526"
"05-09","MULLER","47.439"
"10-14","HOME","61.615"
"10-14","MULLER","57.969"
"15-19","HOME","52.156"
"15-19","MULLER","49.669"
"20-24","HOME","52.770"
"20-24","MULLER","51.220"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.799"
"25-29","MULLER","52.818"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.765"
"30-34","MULLER","61.271"
"35-39","HOME","74.370"
"35-39","MULLER","77.136"
"40-44","HOME","99.805"
"40-44","MULLER","102.070"
"45-49","HOME","106.840"
"45-49","MULLER","109.828"
"50-54","HOME","99.335"
"50-54","MULLER","104.120"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.202"
"55-59","MULLER","90.461"
"60-64","HOME","88.772"
"60-64","MULLER","95.424"
"65-69","HOME","79.869"
"65-69","MULLER","87.838"
"70-74","HOME","73.834"
"70-74","MULLER","83.779"
"75-79","HOME","63.738"
"75-79","MULLER","78.557"
"80-84","HOME","42.583"
"80-84","MULLER","59.195"
"85->","HOME","54.738"
"85->","MULLER","104.120"
