Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","35.267"
"10-14","MULLER","33.531"
"15-19","HOME","54.288"
"15-19","MULLER","52.382"
"20-24","HOME","50.077"
"20-24","MULLER","49.286"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.836"
"25-29","MULLER","51.701"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.426"
"30-34","MULLER","60.437"
"35-39","HOME","74.595"
"35-39","MULLER","77.942"
"40-44","HOME","99.601"
"40-44","MULLER","103.054"
"45-49","HOME","103.949"
"45-49","MULLER","107.746"
"50-54","HOME","97.825"
"50-54","MULLER","103.102"
"55-59","HOME","89.902"
"55-59","MULLER","96.613"
"60-64","HOME","87.166"
"60-64","MULLER","94.368"
"65-69","HOME","78.349"
"65-69","MULLER","86.424"
"70-74","HOME","71.063"
"70-74","MULLER","82.720"
"75-79","HOME","58.191"
"75-79","MULLER","72.780"
"80-84","HOME","39.416"
"80-84","MULLER","57.348"
"85->","HOME","46.152"
"85->","MULLER","90.096"
