Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","35.598"
"10-14","MULLER","33.779"
"15-19","HOME","54.398"
"15-19","MULLER","52.455"
"20-24","HOME","50.209"
"20-24","MULLER","49.376"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.964"
"25-29","MULLER","51.790"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.528"
"30-34","MULLER","60.520"
"35-39","HOME","74.677"
"35-39","MULLER","78.039"
"40-44","HOME","99.682"
"40-44","MULLER","103.117"
"45-49","HOME","104.034"
"45-49","MULLER","107.789"
"50-54","HOME","97.882"
"50-54","MULLER","103.135"
"55-59","HOME","89.945"
"55-59","MULLER","96.641"
"60-64","HOME","87.202"
"60-64","MULLER","94.398"
"65-69","HOME","78.372"
"65-69","MULLER","86.456"
"70-74","HOME","71.063"
"70-74","MULLER","82.728"
"75-79","HOME","56.484"
"75-79","MULLER","70.466"
"80-84","HOME","39.708"
"80-84","MULLER","57.408"
"85->","HOME","47.645"
"85->","MULLER","92.490"
