Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","7"
"05-09","HOME","50.389"
"05-09","MULLER","47.308"
"10-14","HOME","61.628"
"10-14","MULLER","57.974"
"15-19","HOME","52.136"
"15-19","MULLER","49.677"
"20-24","HOME","52.766"
"20-24","MULLER","51.224"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.795"
"25-29","MULLER","52.821"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.751"
"30-34","MULLER","61.277"
"35-39","HOME","74.388"
"35-39","MULLER","77.142"
"40-44","HOME","99.828"
"40-44","MULLER","102.113"
"45-49","HOME","106.872"
"45-49","MULLER","109.839"
"50-54","HOME","99.364"
"50-54","MULLER","104.140"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","83.301"
"55-59","MULLER","90.567"
"60-64","HOME","88.679"
"60-64","MULLER","95.350"
"65-69","HOME","79.818"
"65-69","MULLER","87.782"
"70-74","HOME","73.783"
"70-74","MULLER","83.736"
"75-79","HOME","63.656"
"75-79","MULLER","78.446"
"80-84","HOME","42.535"
"80-84","MULLER","59.171"
"85->","HOME","54.689"
"85->","MULLER","104.006"
