Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","45.875"
"05-09","MULLER","42.883"
"10-14","HOME","60.710"
"10-14","MULLER","57.222"
"15-19","HOME","52.822"
"15-19","MULLER","50.660"
"20-24","HOME","52.401"
"20-24","MULLER","50.881"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.551"
"25-29","MULLER","52.582"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.583"
"30-34","MULLER","61.225"
"35-39","HOME","74.245"
"35-39","MULLER","77.106"
"40-44","HOME","99.571"
"40-44","MULLER","102.050"
"45-49","HOME","106.185"
"45-49","MULLER","109.299"
"50-54","HOME","99.263"
"50-54","MULLER","103.909"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.987"
"55-59","MULLER","99.528"
"60-64","HOME","88.858"
"60-64","MULLER","95.850"
"65-69","HOME","79.313"
"65-69","MULLER","87.517"
"70-74","HOME","71.862"
"70-74","MULLER","82.704"
"75-79","HOME","62.041"
"75-79","MULLER","77.532"
"80-84","HOME","40.259"
"80-84","MULLER","57.781"
"85->","HOME","48.925"
"85->","MULLER","94.833"
