Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","4"
"05-09","HOME","47.184"
"05-09","MULLER","44.256"
"10-14","HOME","61.314"
"10-14","MULLER","57.703"
"15-19","HOME","52.776"
"15-19","MULLER","50.637"
"20-24","HOME","52.501"
"20-24","MULLER","51.038"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.662"
"25-29","MULLER","52.695"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.677"
"30-34","MULLER","61.326"
"35-39","HOME","74.349"
"35-39","MULLER","77.186"
"40-44","HOME","99.656"
"40-44","MULLER","102.125"
"45-49","HOME","106.275"
"45-49","MULLER","109.377"
"50-54","HOME","99.308"
"50-54","MULLER","103.960"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.054"
"55-59","MULLER","99.570"
"60-64","HOME","88.870"
"60-64","MULLER","95.864"
"65-69","HOME","79.335"
"65-69","MULLER","87.546"
"70-74","HOME","71.880"
"70-74","MULLER","82.737"
"75-79","HOME","62.062"
"75-79","MULLER","77.554"
"80-84","HOME","40.289"
"80-84","MULLER","57.799"
"85->","HOME","48.949"
"85->","MULLER","94.876"
