Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","35.125"
"10-14","MULLER","33.406"
"15-19","HOME","54.241"
"15-19","MULLER","52.350"
"20-24","HOME","50.025"
"20-24","MULLER","49.244"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.790"
"25-29","MULLER","51.651"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.369"
"30-34","MULLER","60.392"
"35-39","HOME","74.551"
"35-39","MULLER","77.891"
"40-44","HOME","99.563"
"40-44","MULLER","103.018"
"45-49","HOME","103.906"
"45-49","MULLER","107.728"
"50-54","HOME","97.804"
"50-54","MULLER","103.086"
"55-59","HOME","89.891"
"55-59","MULLER","96.596"
"60-64","HOME","87.145"
"60-64","MULLER","94.346"
"65-69","HOME","78.348"
"65-69","MULLER","86.417"
"70-74","HOME","71.052"
"70-74","MULLER","82.714"
"75-79","HOME","58.984"
"75-79","MULLER","73.811"
"80-84","HOME","39.250"
"80-84","MULLER","57.290"
"85->","HOME","45.500"
"85->","MULLER","89.081"
