Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","2"
"10-14","HOME","31.662"
"10-14","MULLER","30.013"
"15-19","DESCOÑECIDO","2"
"15-19","HOME","50.293"
"15-19","MULLER","48.786"
"20-24","HOME","43.944"
"20-24","MULLER","44.110"
"25-29","HOME","45.885"
"25-29","MULLER","47.657"
"30-34","HOME","54.318"
"30-34","MULLER","56.956"
"35-39","HOME","70.814"
"35-39","MULLER","74.568"
"40-44","HOME","96.876"
"40-44","MULLER","100.744"
"45-49","HOME","101.587"
"45-49","MULLER","105.973"
"50-54","HOME","96.306"
"50-54","MULLER","101.903"
"55-59","HOME","88.693"
"55-59","MULLER","95.673"
"60-64","HOME","85.873"
"60-64","MULLER","93.087"
"65-69","HOME","77.747"
"65-69","MULLER","85.710"
"70-74","HOME","70.838"
"70-74","MULLER","82.540"
"75-79","HOME","59.744"
"75-79","MULLER","74.926"
"80-84","HOME","39.032"
"80-84","MULLER","57.281"
"85->","HOME","44.373"
"85->","MULLER","87.141"
