Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","46.620"
"05-09","MULLER","43.676"
"10-14","HOME","61.202"
"10-14","MULLER","57.594"
"15-19","HOME","52.783"
"15-19","MULLER","50.642"
"20-24","HOME","52.478"
"20-24","MULLER","50.979"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.628"
"25-29","MULLER","52.663"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.658"
"30-34","MULLER","61.284"
"35-39","HOME","74.313"
"35-39","MULLER","77.159"
"40-44","HOME","99.634"
"40-44","MULLER","102.105"
"45-49","HOME","106.236"
"45-49","MULLER","109.341"
"50-54","HOME","99.291"
"50-54","MULLER","103.940"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.032"
"55-59","MULLER","99.552"
"60-64","HOME","88.868"
"60-64","MULLER","95.867"
"65-69","HOME","79.335"
"65-69","MULLER","87.529"
"70-74","HOME","71.867"
"70-74","MULLER","82.730"
"75-79","HOME","62.052"
"75-79","MULLER","77.549"
"80-84","HOME","40.277"
"80-84","MULLER","57.793"
"85->","HOME","48.944"
"85->","MULLER","94.863"
