Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","4"
"00-04","MULLER","3"
"05-09","HOME","42.838"
"05-09","MULLER","39.955"
"10-14","HOME","59.106"
"10-14","MULLER","55.728"
"15-19","HOME","55.162"
"15-19","MULLER","52.874"
"20-24","HOME","51.558"
"20-24","MULLER","49.882"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.362"
"25-29","MULLER","52.415"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.974"
"30-34","MULLER","61.477"
"35-39","HOME","71.226"
"35-39","MULLER","74.400"
"40-44","HOME","98.186"
"40-44","MULLER","100.761"
"45-49","HOME","105.612"
"45-49","MULLER","108.842"
"50-54","HOME","98.984"
"50-54","MULLER","103.621"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.630"
"55-59","MULLER","99.248"
"60-64","HOME","88.595"
"60-64","MULLER","95.654"
"65-69","HOME","79.114"
"65-69","MULLER","87.290"
"70-74","HOME","71.737"
"70-74","MULLER","82.539"
"75-79","HOME","61.955"
"75-79","MULLER","77.431"
"80-84","HOME","40.201"
"80-84","MULLER","57.706"
"85->","HOME","48.843"
"85->","MULLER","94.688"
