Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","45.882"
"05-09","MULLER","42.887"
"10-14","HOME","60.710"
"10-14","MULLER","57.222"
"15-19","HOME","52.818"
"15-19","MULLER","50.657"
"20-24","HOME","52.409"
"20-24","MULLER","50.881"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.559"
"25-29","MULLER","52.584"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.585"
"30-34","MULLER","61.227"
"35-39","HOME","74.248"
"35-39","MULLER","77.110"
"40-44","HOME","99.579"
"40-44","MULLER","102.050"
"45-49","HOME","106.190"
"45-49","MULLER","109.303"
"50-54","HOME","99.264"
"50-54","MULLER","103.916"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.991"
"55-59","MULLER","99.531"
"60-64","HOME","88.857"
"60-64","MULLER","95.847"
"65-69","HOME","79.314"
"65-69","MULLER","87.518"
"70-74","HOME","71.857"
"70-74","MULLER","82.705"
"75-79","HOME","62.045"
"75-79","MULLER","77.538"
"80-84","HOME","40.264"
"80-84","MULLER","57.781"
"85->","HOME","48.928"
"85->","MULLER","94.839"
