Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","2"
"00-04","MULLER","3"
"05-09","HOME","44.976"
"05-09","MULLER","42.008"
"10-14","HOME","60.588"
"10-14","MULLER","57.111"
"15-19","HOME","52.839"
"15-19","MULLER","50.664"
"20-24","HOME","52.365"
"20-24","MULLER","50.848"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.489"
"25-29","MULLER","52.531"
"30-34","DESCOÑECIDO","2"
"30-34","HOME","59.547"
"30-34","MULLER","61.192"
"35-39","HOME","74.210"
"35-39","MULLER","77.075"
"40-44","HOME","99.555"
"40-44","MULLER","102.013"
"45-49","HOME","106.146"
"45-49","MULLER","109.285"
"50-54","HOME","99.239"
"50-54","MULLER","103.884"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","92.981"
"55-59","MULLER","99.529"
"60-64","HOME","88.852"
"60-64","MULLER","95.836"
"65-69","HOME","79.310"
"65-69","MULLER","87.502"
"70-74","HOME","71.853"
"70-74","MULLER","82.697"
"75-79","HOME","62.037"
"75-79","MULLER","77.529"
"80-84","HOME","40.261"
"80-84","MULLER","57.774"
"85->","HOME","48.913"
"85->","MULLER","94.826"
