Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","1"
"10-14","MULLER","0"
"15-19","HOME","263"
"15-19","MULLER","420"
"20-24","HOME","1.795"
"20-24","MULLER","5.221"
"25-29","HOME","3.325"
"25-29","MULLER","9.809"
"30-34","HOME","4.237"
"30-34","MULLER","11.967"
"35-39","HOME","5.748"
"35-39","MULLER","14.445"
"40-44","HOME","8.731"
"40-44","MULLER","19.019"
"45-49","HOME","10.181"
"45-49","MULLER","20.588"
"50-54","HOME","18.552"
"50-54","MULLER","28.474"
"55-59","HOME","75.910"
"55-59","MULLER","85.872"
"60-64","HOME","79.315"
"60-64","MULLER","86.962"
"65-69","HOME","70.646"
"65-69","MULLER","78.148"
"70-74","HOME","68.851"
"70-74","MULLER","80.359"
"75-79","HOME","58.723"
"75-79","MULLER","73.560"
"80-84","HOME","38.619"
"80-84","MULLER","56.658"
"85->","HOME","43.942"
"85->","MULLER","86.113"
