Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","34.401"
"10-14","MULLER","32.727"
"15-19","HOME","53.882"
"15-19","MULLER","52.038"
"20-24","HOME","49.495"
"20-24","MULLER","48.829"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","50.223"
"25-29","MULLER","51.253"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.939"
"30-34","MULLER","60.021"
"35-39","HOME","74.157"
"35-39","MULLER","77.513"
"40-44","HOME","99.204"
"40-44","MULLER","102.762"
"45-49","HOME","103.612"
"45-49","MULLER","107.539"
"50-54","HOME","97.577"
"50-54","MULLER","102.935"
"55-59","HOME","89.747"
"55-59","MULLER","96.482"
"60-64","HOME","86.956"
"60-64","MULLER","94.193"
"65-69","HOME","78.249"
"65-69","MULLER","86.318"
"70-74","HOME","70.997"
"70-74","MULLER","82.690"
"75-79","HOME","59.900"
"75-79","MULLER","75.029"
"80-84","HOME","39.087"
"80-84","MULLER","57.212"
"85->","HOME","44.612"
"85->","MULLER","87.705"
