Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","HOME","33.710"
"10-14","MULLER","32.025"
"15-19","HOME","53.515"
"15-19","MULLER","51.722"
"20-24","HOME","49.040"
"20-24","MULLER","48.532"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","49.786"
"25-29","MULLER","50.898"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","57.550"
"30-34","MULLER","59.668"
"35-39","HOME","73.809"
"35-39","MULLER","77.198"
"40-44","HOME","98.893"
"40-44","MULLER","102.515"
"45-49","HOME","103.370"
"45-49","MULLER","107.345"
"50-54","HOME","97.400"
"50-54","MULLER","102.809"
"55-59","HOME","89.605"
"55-59","MULLER","96.411"
"60-64","HOME","86.776"
"60-64","MULLER","94.032"
"65-69","HOME","78.198"
"65-69","MULLER","86.237"
"70-74","HOME","71.001"
"70-74","MULLER","82.710"
"75-79","HOME","59.851"
"75-79","MULLER","75.058"
"80-84","HOME","39.087"
"80-84","MULLER","57.359"
"85->","HOME","44.421"
"85->","MULLER","87.255"
