Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","1"
"10-14","DESCOÑECIDO","1"
"10-14","HOME","36.075"
"10-14","MULLER","34.240"
"15-19","HOME","54.579"
"15-19","MULLER","52.592"
"20-24","HOME","50.503"
"20-24","MULLER","49.585"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","51.263"
"25-29","MULLER","52.006"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","58.836"
"30-34","MULLER","60.743"
"35-39","HOME","74.924"
"35-39","MULLER","78.267"
"40-44","HOME","99.948"
"40-44","MULLER","103.317"
"45-49","HOME","102.946"
"45-49","MULLER","106.559"
"50-54","HOME","99.165"
"50-54","MULLER","104.418"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","90.270"
"55-59","MULLER","96.864"
"60-64","HOME","87.441"
"60-64","MULLER","94.562"
"65-69","HOME","77.449"
"65-69","MULLER","85.130"
"70-74","HOME","66.982"
"70-74","MULLER","77.628"
"75-79","HOME","60.856"
"75-79","MULLER","75.955"
"80-84","HOME","39.954"
"80-84","MULLER","57.474"
"85->","HOME","48.526"
"85->","MULLER","93.998"
