Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","3"
"00-04","MULLER","5"
"05-09","HOME","48.571"
"05-09","MULLER","45.595"
"10-14","HOME","61.552"
"10-14","MULLER","57.911"
"15-19","HOME","52.310"
"15-19","MULLER","49.975"
"20-24","HOME","52.702"
"20-24","MULLER","51.391"
"25-29","DESCOÑECIDO","1"
"25-29","HOME","52.751"
"25-29","MULLER","52.853"
"30-34","DESCOÑECIDO","1"
"30-34","HOME","59.722"
"30-34","MULLER","61.358"
"35-39","HOME","74.438"
"35-39","MULLER","77.320"
"40-44","HOME","99.889"
"40-44","MULLER","102.308"
"45-49","HOME","106.666"
"45-49","MULLER","109.749"
"50-54","HOME","99.373"
"50-54","MULLER","104.065"
"55-59","DESCOÑECIDO","1"
"55-59","HOME","93.154"
"55-59","MULLER","99.628"
"60-64","HOME","88.889"
"60-64","MULLER","95.946"
"65-69","HOME","79.394"
"65-69","MULLER","87.585"
"70-74","HOME","71.924"
"70-74","MULLER","82.781"
"75-79","HOME","62.095"
"75-79","MULLER","77.581"
"80-84","HOME","40.301"
"80-84","MULLER","57.816"
"85->","HOME","48.967"
"85->","MULLER","94.905"
